address,current_zone,current_potential_units,distance_to_station_ft,ballot_zone,ballot_potential_units,additional_units
1435 N WOLFF ST,U-RH-2.5,21.0,1767.2254621928407,U-RH-2.5,21,0.0
1437 N WOLFF ST,U-RH-2.5,21.0,1807.9424792236614,U-RH-2.5,21,0.0
1451 N WOLFF ST,U-RH-2.5,21.0,1849.1133641817562,U-RH-2.5,21,0.0
1448 N YATES ST,U-RH-2.5,21.0,1660.613397876122,U-RH-2.5,21,0.0
1442 N YATES ST,U-RH-2.5,21.0,1613.8738397789455,U-RH-2.5,21,0.0
1420 N YATES ST,U-RH-2.5,21.0,1474.9267777499767,U-RH-2.5,21,0.0
1415 N XAVIER ST,U-RH-2.5,21.0,1491.240948403432,U-RH-2.5,21,0.0
1425 N XAVIER ST,U-RH-2.5,21.0,1579.5350084568581,U-RH-2.5,21,0.0
1420 N ZENOBIA ST,G-RH-3,14.0,1395.6984332906068,G-RH-3,14,0.0
1415 N YATES ST,G-RH-3,15.0,1376.212945668046,G-RH-3,15,0.0
1425 N YATES ST,G-RH-3,15.0,1432.8005456970523,G-RH-3,15,0.0
1445 N YATES ST,G-RH-3,15.0,1549.6518324016856,G-RH-3,15,0.0
1410 N SHERIDAN BLVD,G-MU-5,21.0,1306.391942968116,G-MU-5,21,0.0
1401 N ZENOBIA ST,G-RH-3,12.0,1259.495092467229,G-RH-3,12,0.0
1453 N ZENOBIA ST,G-RH-3,12.0,1558.75397491609,G-RH-3,12,0.0
1455 N ZENOBIA ST,G-RH-3,12.0,1608.6519009270219,G-RH-3,12,0.0
1421 N ZENOBIA ST,G-RH-3,12.0,1359.2188129036592,G-RH-3,12,0.0
1451 N ZENOBIA ST,G-RH-3,12.0,1508.8608591975017,G-RH-3,12,0.0
1380 N SHERIDAN BLVD,G-MU-5,21.0,1076.5022495252447,G-MU-5,21,0.0
1360 N SHERIDAN BLVD,G-MU-5,21.0,926.5741894557094,G-MU-5,21,0.0
1310 N SHERIDAN BLVD,G-MU-5,21.0,664.0352875128457,G-MU-5,21,0.0
1317 N ZENOBIA ST,G-RH-3,14.0,682.4157647160018,G-RH-3,14,0.0
1325 N ZENOBIA ST,G-RH-3,14.0,738.5545399376007,G-RH-3,14,0.0
1335 N ZENOBIA ST,G-RH-3,14.0,794.2540983638314,G-RH-3,14,0.0
1375 N ZENOBIA ST,G-RH-3,12.0,1017.8435893678314,G-RH-3,12,0.0
1381 N ZENOBIA ST,G-RH-3,8.0,1067.5248880218924,G-RH-3,8,0.0
1350 N SHERIDAN BLVD,G-MU-5,21.0,876.5982112707621,G-MU-5,21,0.0
1360 N ZENOBIA ST,G-RH-3,12.0,962.8418632156438,G-RH-3,12,0.0
1350 N ZENOBIA ST,G-RH-3,12.0,914.8481816011001,G-RH-3,12,0.0
1320 N ZENOBIA ST,G-RH-3,16.0,713.3865571582272,G-RH-3,16,0.0
1311 N YATES ST,G-RH-3,12.0,765.513851990548,G-RH-3,12,0.0
1341 N YATES ST,G-RH-3,12.0,896.6047836921919,G-RH-3,12,0.0
1353 N YATES ST,G-RH-3,12.0,941.5520605110232,G-RH-3,12,0.0
1365 N YATES ST,G-RH-3,16.0,986.9829442143633,G-RH-3,16,0.0
1371 N YATES ST,G-RH-3,16.0,1045.1445514980232,G-RH-3,16,0.0
1395 N YATES ST,G-RH-3,22.0,1160.7637784203646,G-RH-3,22,0.0
1379 N YATES ST,G-RH-3,16.0,1102.2827388327555,G-RH-3,16,0.0
1394 N YATES ST,U-RH-3A,12.0,1266.7366618383273,U-RH-3A,12,0.0
1310 N YATES ST,U-RH-3A,12.0,871.9344553959729,U-RH-3A,12,0.0
1315 N XAVIER ST,U-RH-3A,12.0,970.4569668366414,U-RH-3A,12,0.0
1321 N XAVIER ST,U-RH-3A,12.0,1004.7082267714644,U-RH-3A,12,0.0
1343 N XAVIER ST,U-RH-3A,12.0,1095.6352533239804,U-RH-3A,12,0.0
1376 N XAVIER ST,U-RH-3A,12.0,1362.9850356109625,U-RH-3A,12,0.0
1335 N WOLFF ST,U-RH-3A,12.0,1295.123820851374,U-RH-3A,12,0.0
1387 N WOLFF ST,U-RH-3A,12.0,1494.3704079427796,U-RH-3A,12,0.0
1334 N XAVIER ST,U-RH-3A,12.0,1186.182003604948,U-RH-3A,12,0.0
1300 N XAVIER ST,U-RH-3A,12.0,1066.002148805977,U-RH-3A,12,0.0
1326 N XAVIER ST,U-RH-3A,12.0,1154.06660206284,U-RH-3A,12,0.0
1318 N XAVIER ST,U-RH-3A,12.0,1123.2570238674257,U-RH-3A,12,0.0
1343 N WOLFF ST,U-RH-3A,12.0,1325.704756108583,U-RH-3A,12,0.0
1310 N XAVIER ST,U-RH-3A,12.0,1093.863077538352,U-RH-3A,12,0.0
1342 N XAVIER ST,U-RH-3A,12.0,1219.499825904964,U-RH-3A,12,0.0
1386 N WOLFF ST,U-RH-3A,12.0,1628.3701285904476,U-RH-3A,12,0.0
1368 N WOLFF ST,U-RH-3A,12.0,1564.083819864753,U-RH-3A,12,0.0
1341 N WINONA CT,U-RH-3A,12.0,1580.0689957981476,U-RH-3A,12,0.0
1355 N WINONA CT,U-RH-3A,12.0,1633.059540025946,U-RH-3A,12,0.0
1333 N WINONA CT,U-RH-3A,12.0,1555.3061731692328,U-RH-3A,12,0.0
1365 N WINONA CT,U-RH-3A,12.0,1661.1762005382468,U-RH-3A,12,0.0
1345 N WINONA CT,U-RH-3A,12.0,1606.005516331459,U-RH-3A,12,0.0
1375 N WINONA CT,U-RH-3A,12.0,1690.302997300762,U-RH-3A,12,0.0
1247 N UTICA ST,G-MU-5,20.0,1696.1496991145311,G-MU-5,20,0.0
1249 N UTICA ST,U-RH-3A,12.0,1710.7082826895107,U-RH-3A,12,0.0
1243 N UTICA ST,G-MU-5,29.0,1660.7522631909249,G-MU-5,29,0.0
4885 W 11TH AVE,U-RH-3A,15.0,825.3120674053315,U-RH-3A,15,0.0
4895 W 11TH AVE,U-RH-3A,14.0,775.5764546971341,U-RH-3A,14,0.0
5175 W 10TH AVE,C-MX-5,15.0,617.5980736739473,C-MX-8x,24,9.0
4880 W 11TH AVE,U-RH-3A,16.0,903.7860305068903,U-RH-3A,16,0.0
4890 W 11TH AVE,U-RH-3A,13.0,860.769827376828,U-RH-3A,13,0.0
4845 W 10TH AVE,U-RH-3A,15.0,1047.6146104862057,U-RH-3A,15,0.0
790 N SHERIDAN BLVD,E-RH-2.5,44.0,2065.3063297973895,E-RH-2.5,44,0.0
5050 W 10TH AVE,E-RH-2.5,22.0,826.9520089707765,E-RH-2.5,22,0.0
982 N ZENOBIA ST,E-RH-2.5,21.0,900.478292811556,E-RH-2.5,21,0.0
978 N ZENOBIA ST,E-RH-2.5,21.0,949.7817909960594,E-RH-2.5,21,0.0
972 N ZENOBIA ST,E-RH-2.5,21.0,998.1742776917442,E-RH-2.5,21,0.0
968 N ZENOBIA ST,E-RH-2.5,21.0,1046.994971003798,E-RH-2.5,21,0.0
948 N ZENOBIA ST,E-RH-2.5,21.0,1146.5618983322875,E-RH-2.5,21,0.0
938 N ZENOBIA ST,E-RH-2.5,21.0,1195.4082622843227,E-RH-2.5,21,0.0
928 N ZENOBIA ST,E-RH-2.5,21.0,1245.924716848828,E-RH-2.5,21,0.0
918 N ZENOBIA ST,E-RH-2.5,21.0,1294.5628880902275,E-RH-2.5,21,0.0
904 N ZENOBIA ST,E-RH-2.5,21.0,1342.6779541215692,E-RH-2.5,21,0.0
900 N SHERIDAN BLVD,C-RX-5,20.0,1322.2338324102484,C-RX-5,20,0.0
944 N SHERIDAN BLVD,C-RX-5,20.0,1008.2614037712991,C-RX-5,20,0.0
945 N ZENOBIA ST,U-RX-5,20.0,1010.1965889279198,U-RX-5,20,0.0
936 N SHERIDAN BLVD,C-RX-5,20.0,1060.6656234031618,C-RX-5,20,0.0
928 N SHERIDAN BLVD,C-RX-5,20.0,1113.0688932018809,C-RX-5,20,0.0
920 N SHERIDAN BLVD,C-RX-5,20.0,1165.4231208256049,C-RX-5,20,0.0
912 N SHERIDAN BLVD,C-RX-5,20.0,1218.5959772247713,C-RX-5,20,0.0
904 N SHERIDAN BLVD,C-RX-5,20.0,1270.4149028817171,C-RX-5,20,0.0
901 N ZENOBIA ST,U-RX-5,20.0,1323.8303397054597,U-RX-5,20,0.0
905 N ZENOBIA ST,U-RX-5,20.0,1272.0556052135505,U-RX-5,20,0.0
921 N ZENOBIA ST,U-RX-5,20.0,1167.1597293136679,U-RX-5,20,0.0
929 N ZENOBIA ST,U-RX-5,20.0,1114.8690596688625,U-RX-5,20,0.0
937 N ZENOBIA ST,U-RX-5,20.0,1062.5243542091216,U-RX-5,20,0.0
826 N SHERIDAN BLVD,E-RH-2.5,30.0,1818.7610695104356,E-RH-2.5,30,0.0
891 N ZENOBIA ST,E-RH-2.5,28.0,1436.5780312798986,E-RH-2.5,28,0.0
879 N ZENOBIA ST,E-RH-2.5,31.0,1512.1150054219606,E-RH-2.5,31,0.0
869 N ZENOBIA ST,E-RH-2.5,26.0,1586.4030464091798,E-RH-2.5,26,0.0
880 N SHERIDAN BLVD,E-RH-2.5,30.0,1498.8632190264616,E-RH-2.5,30,0.0
870 N SHERIDAN BLVD,E-RH-2.5,30.0,1561.2909393737793,E-RH-2.5,30,0.0
858 N SHERIDAN BLVD,E-RH-2.5,30.0,1623.3746492283904,E-RH-2.5,30,0.0
836 N SHERIDAN BLVD,E-RH-2.5,30.0,1752.432067149996,E-RH-2.5,30,0.0
848 N SHERIDAN BLVD,E-RH-2.5,30.0,1687.3733836582526,E-RH-2.5,30,0.0
800 N SHERIDAN BLVD,E-RH-2.5,26.0,1960.6645087767918,E-RH-2.5,26,0.0
890 N ZENOBIA ST,E-RH-2.5,25.0,1459.4992353191483,E-RH-2.5,25,0.0
880 N ZENOBIA ST,E-RH-2.5,25.0,1520.1706663418483,E-RH-2.5,25,0.0
870 N ZENOBIA ST,E-RH-2.5,25.0,1579.3605756972788,E-RH-2.5,25,0.0
850 N ZENOBIA ST,E-RH-2.5,25.0,1697.88110093638,E-RH-2.5,25,0.0
820 N ZENOBIA ST,E-RH-2.5,26.0,1894.851810083141,E-RH-2.5,26,0.0
840 N ZENOBIA ST,E-RH-2.5,27.0,1757.2203059138847,E-RH-2.5,27,0.0
895 N TENNYSON ST,E-RH-2.5,25.0,1774.6148225877396,E-RH-2.5,25,0.0
885 N TENNYSON ST,E-RH-2.5,25.0,1812.006773006122,E-RH-2.5,25,0.0
875 N TENNYSON ST,E-RH-2.5,25.0,1850.2848879035498,E-RH-2.5,25,0.0
811 N TENNYSON ST,E-RH-2.5,31.0,2185.1716778336654,E-RH-2.5,31,0.0
801 N TENNYSON ST,E-RH-2.5,33.0,2236.34629682563,E-RH-2.5,33,0.0
855 N TENNYSON ST,E-RH-2.5,34.0,1888.3280324320237,E-RH-2.5,34,0.0
721 N TENNYSON ST,E-RH-2.5,22.0,2474.7712882830538,E-RH-2.5,22,0.0
731 N TENNYSON ST,E-RH-2.5,22.0,2432.4983393937887,E-RH-2.5,22,0.0
750 N UTICA ST,E-RH-2.5,21.0,2426.6961663605866,E-RH-2.5,21,0.0
740 N UTICA ST,E-RH-2.5,21.0,2464.5804555854124,E-RH-2.5,21,0.0
736 N UTICA ST,E-RH-2.5,21.0,2505.505082742202,E-RH-2.5,21,0.0
730 N UTICA ST,E-RH-2.5,22.0,2546.5054040510163,E-RH-2.5,22,0.0
775 N UTICA ST,E-RH-2.5,21.0,2479.053230400202,E-RH-2.5,21,0.0
765 N UTICA ST,E-RH-2.5,21.0,2519.0156746751263,E-RH-2.5,21,0.0
755 N UTICA ST,E-RH-2.5,21.0,2560.0699832565538,E-RH-2.5,21,0.0
745 N UTICA ST,E-RH-2.5,21.0,2599.701329367957,E-RH-2.5,21,0.0
81 S ELATI ST,I-MX-5,22.0,2318.2180711553333,I-MX-5,22,0.0
159 W ARCHER PL,U-RH-2.5,12.0,2632.143919362264,U-RH-2.5,12,0.0
163 W ARCHER PL,U-RH-2.5,12.0,2627.460571364592,U-RH-2.5,12,0.0
175 W ARCHER PL,U-RH-2.5,16.0,2617.3070902526256,U-RH-2.5,16,0.0
177 W ARCHER PL,U-RH-2.5,14.0,2612.7111405672076,U-RH-2.5,14,0.0
330 W ARCHER PL,U-RH-2.5,15.0,2397.1417862077988,U-RH-2.5,15,0.0
322 W ARCHER PL,U-RH-2.5,13.0,2397.9834252480578,U-RH-2.5,13,0.0
186 W ARCHER PL,U-RH-2.5,13.0,2427.4935128141233,U-RH-2.5,13,0.0
178 W ARCHER PL,U-RH-2.5,12.0,2431.8921547703467,U-RH-2.5,12,0.0
170 W ARCHER PL,U-RH-2.5,16.0,2436.4836485878386,U-RH-2.5,16,0.0
162 W ARCHER PL,U-RH-2.5,16.0,2442.7065647880086,U-RH-2.5,16,0.0
154 W ARCHER PL,U-RH-2.5,13.0,2449.493071142236,U-RH-2.5,13,0.0
150 W ARCHER PL,U-RH-2.5,21.0,2460.6712402882586,U-RH-2.5,21,0.0
123 W BAYAUD AVE,U-RH-2.5,16.0,2360.917690643255,U-RH-2.5,16,0.0
149 W BAYAUD AVE,U-RH-2.5,26.0,2316.600318544567,U-RH-2.5,26,0.0
157 W BAYAUD AVE,U-RH-2.5,16.0,2308.5378794070134,U-RH-2.5,16,0.0
163 W BAYAUD AVE,U-RH-2.5,18.0,2300.460821083145,U-RH-2.5,18,0.0
175 W BAYAUD AVE,U-RH-2.5,18.0,2286.455374942401,U-RH-2.5,18,0.0
48 W BAYAUD AVE,U-RH-2.5,13.0,2385.8045589868784,U-RH-2.5,13,0.0
75 W MAPLE AVE,U-RH-2.5,12.0,2205.0789967056007,U-RH-2.5,12,0.0
144 W BAYAUD AVE,U-RH-2.5,20.0,2150.504073526509,U-RH-2.5,20,0.0
130 W BAYAUD AVE,U-RH-2.5,17.0,2174.4881489031773,U-RH-2.5,17,0.0
159 W MAPLE AVE,U-RH-2.5,15.0,2002.0931380228337,U-RH-2.5,15,0.0
141 S CHEROKEE ST,U-RH-2.5,15.0,1920.01553743211,U-RH-2.5,15,0.0
133 S CHEROKEE ST,U-RH-2.5,24.0,1987.942824398417,U-RH-2.5,24,0.0
184 W MAPLE AVE,U-RH-2.5,19.0,1780.5228162601109,U-RH-2.5,19,0.0
168 W MAPLE AVE,U-RH-2.5,13.0,1797.9799977009213,U-RH-2.5,13,0.0
156 W MAPLE AVE,U-RH-2.5,13.0,1818.3417438459032,U-RH-2.5,13,0.0
141 W CEDAR AVE,U-RH-2.5,10.0,1717.646604655752,U-RH-2.5,10,0.0
177 W CEDAR AVE,U-RH-2.5,20.0,1656.3739511806457,U-RH-2.5,20,0.0
44 W MAPLE AVE,U-RH-2.5,20.0,2135.418713329115,U-RH-2.5,20,0.0
33 W BYERS PL,U-RH-2.5,15.0,1854.762980586963,U-RH-2.5,15,0.0
85 W BYERS PL,U-RH-2.5,12.0,1621.7216868909006,U-RH-2.5,12,0.0
126 W CEDAR AVE,U-RH-2.5,10.0,1590.4264747973962,U-RH-2.5,10,0.0
131 W BYERS PL,U-RH-2.5,12.0,1443.8655095126123,U-RH-2.5,12,0.0
137 W BYERS PL,U-RH-2.5,18.0,1424.7293633069664,U-RH-2.5,18,0.0
149 W BYERS PL,U-RH-2.5,15.0,1390.2762375390537,U-RH-2.5,15,0.0
955 S PEARL ST,U-RH-2.5,17.0,2384.783469144646,U-RH-2.5,17,0.0
951 S PEARL ST,U-RH-2.5,17.0,2424.57826830636,U-RH-2.5,17,0.0
1340 S GRANT ST,U-RH-2.5,15.0,1488.5896120918117,U-RH-2.5,15,0.0
1345 S LOGAN ST,U-RH-2.5,20.0,1350.7974288032228,U-RH-2.5,20,0.0
1315 S LOGAN ST,U-RH-2.5,16.0,1328.4254978855358,U-RH-2.5,16,0.0
1309 S LOGAN ST,U-RH-2.5,16.0,1327.1710082815596,U-RH-2.5,16,0.0
1417 S PEARL ST,U-MS-2,6.0,986.6080230241803,G-RX-5x,9,3.0
1788 S ACOMA ST,I-MX-5,36.0,2601.2134669939715,I-MX-5,36,0.0
1849 S BROADWAY,U-MS-5,14.0,2339.6144975025713,U-MS-5,14,0.0
825 E ARKANSAS AVE,U-MS-2X,8.0,515.520347769786,C-MX-8x,33,25.0
1484 S OGDEN ST,U-RH-2.5,31.0,1356.157842116026,U-RH-2.5,31,0.0
1833 S HIGH ST,U-RH-2.5,21.0,752.7603752432431,U-RH-2.5,21,0.0
1825 S HIGH ST,U-RH-2.5,21.0,655.7645986612539,C-MX-8x,34,13.0
1801 S HIGH ST,U-RH-2.5,35.0,538.2160225222908,C-MX-8x,56,21.0
1925 S COLUMBINE ST,G-MU-3,15.0,2491.6745319354627,G-MU-3,15,0.0
1900 S UNIVERSITY BLVD,C-MS-8,37.0,1969.0680493475404,C-MS-8,37,0.0
1975 S HIGH ST,U-RH-2.5,21.0,1637.6130084047843,U-RH-2.5,21,0.0
1965 S HIGH ST,U-RH-2.5,21.0,1587.9234040412389,U-RH-2.5,21,0.0
1957 S HIGH ST,U-RH-2.5,21.0,1537.6316057582765,U-RH-2.5,21,0.0
1915 S HIGH ST,U-RH-2.5,21.0,1290.597661179825,U-RH-2.5,21,0.0
1913 S HIGH ST,U-RH-2.5,21.0,1239.8510434750854,U-RH-2.5,21,0.0
1901 S HIGH ST,U-RH-2.5,21.0,1190.2596209472886,U-RH-2.5,21,0.0
2081 S GILPIN ST,U-MS-3,9.0,2465.9769691521856,U-MS-3,9,0.0
2041 S HIGH ST,U-RH-2.5,21.0,2067.4145042966197,U-RH-2.5,21,0.0
2033 S HIGH ST,U-RH-2.5,21.0,2016.5046482366186,U-RH-2.5,21,0.0
2025 S HIGH ST,U-RH-2.5,21.0,1966.454589979805,U-RH-2.5,21,0.0
2119 S HIGH ST,U-RH-3A,12.0,2620.8955293919025,U-RH-3A,12,0.0
2115 S HIGH ST,U-MS-3,12.0,2570.641927350966,U-MS-3,12,0.0
2033 S ACOMA ST,U-RH-2.5,21.0,1228.9028203303264,U-RH-2.5,21,0.0
2017 S ACOMA ST,U-RH-2.5,21.0,1259.5117847540319,U-RH-2.5,21,0.0
2001 S ACOMA ST,U-RH-2.5,21.0,1324.2690477536373,U-RH-2.5,21,0.0
2043 S ACOMA ST,U-RH-2.5,10.0,1185.4598423409548,U-RH-2.5,10,0.0
2036 S ACOMA ST,U-RH-2.5,10.0,1395.1354726896277,U-RH-2.5,10,0.0
2040 S ACOMA ST,U-RH-2.5,28.0,1347.4632750701837,U-RH-2.5,28,0.0
2050 S ACOMA ST,U-RH-2.5,21.0,1307.7419744525268,U-RH-2.5,21,0.0
2034 S ACOMA ST,U-RH-2.5,16.0,1408.9508529677228,U-RH-2.5,16,0.0
2120 S BANNOCK ST,U-RH-2.5,10.0,855.9513179534428,U-RH-2.5,10,0.0
2134 S BANNOCK ST,U-RH-2.5,21.0,843.959845274356,U-RH-2.5,21,0.0
2144 S BANNOCK ST,U-RH-2.5,21.0,842.3574942554574,U-RH-2.5,21,0.0
2154 S BANNOCK ST,U-RH-2.5,31.0,842.3549900090085,U-RH-2.5,31,0.0
2158 S BANNOCK ST,U-RH-2.5,21.0,845.5037947696613,U-RH-2.5,21,0.0
2176 S BANNOCK ST,U-RH-2.5,16.0,858.9276340871744,U-RH-2.5,16,0.0
2180 S BANNOCK ST,U-RH-2.5,14.0,867.5410303222503,U-RH-2.5,14,0.0
2184 S BANNOCK ST,U-RH-2.5,14.0,875.8767225607222,U-RH-2.5,14,0.0
145 W WARREN AVE,U-RH-2.5,21.0,885.4194781612752,U-RH-2.5,21,0.0
2161 S ACOMA ST,U-RH-2.5,21.0,988.0803718337329,U-RH-2.5,21,0.0
2135 S ACOMA ST,U-RH-2.5,18.0,985.039467918517,U-RH-2.5,18,0.0
2164 S BANNOCK ST,U-RH-2.5,10.0,851.2688573379238,U-RH-2.5,10,0.0
2130 S CHEROKEE ST,U-RH-2.5,21.0,519.0734900892983,C-MX-8x,33,12.0
2138 S CHEROKEE ST,U-RH-2.5,21.0,516.5654291138497,C-MX-8x,33,12.0
2158 S CHEROKEE ST,U-RH-2.5,21.0,521.8296617072616,C-MX-8x,33,12.0
2166 S CHEROKEE ST,U-RH-2.5,31.0,531.2182887223044,C-MX-8x,50,19.0
2199 S BANNOCK ST,U-RH-2.5,10.0,722.0000318448415,U-RH-2.5,10,0.0
2161 S BANNOCK ST,U-RH-2.5,16.0,661.5685961388904,U-RH-2.5,16,0.0
2143 S BANNOCK ST,U-RH-2.5,21.0,657.4737718102726,C-MX-8x,33,12.0
2135 S BANNOCK ST,U-RH-2.5,21.0,658.005403934409,C-MX-8x,33,12.0
2163 S BANNOCK ST,U-RH-2.5,16.0,666.9597405884501,U-RH-2.5,16,0.0
2178 S CHEROKEE ST,U-RH-2.5,26.0,553.5211592005861,C-MX-8x,42,16.0
2116 S CHEROKEE ST,U-RH-2.5,21.0,538.1574720602154,C-MX-8x,33,12.0
2171 S CHEROKEE ST,U-RH-2.5,21.0,363.8132491923957,C-MX-8x,33,12.0
2151 S CHEROKEE ST,U-RH-2.5,21.0,332.5916633834891,C-MX-8x,33,12.0
2137 S CHEROKEE ST,U-RH-2.5,21.0,331.6831944987958,C-MX-8x,33,12.0
2272 S DELAWARE ST,I-MX-3,9.0,844.7987802777509,I-MX-3,9,0.0
2261 S BROADWAY,U-MS-3,12.0,1511.8026982185436,U-MS-3,12,0.0
2228 S FOX ST,E-MX-2X,13.0,644.115954092066,C-MX-8x,53,40.0
2302 S DELAWARE ST,I-MX-3,12.0,1063.290351311169,I-MX-3,12,0.0
2155 S BELLAIRE ST,G-MU-3,12.0,818.1799254661618,G-MU-3,12,0.0
2167 S BELLAIRE ST,G-MU-3,12.0,868.2165781177043,G-MU-3,12,0.0
2158 S ASH ST,G-MU-3,12.0,822.0239485564568,G-MU-3,12,0.0
2180 S BELLAIRE ST,G-MU-3,12.0,924.1184502628804,G-MU-3,12,0.0
2186 S BELLAIRE ST,G-MU-3,12.0,973.8457655127366,G-MU-3,12,0.0
2196 S BELLAIRE ST,G-MU-3,12.0,1023.6032582106344,G-MU-3,12,0.0
2185 S BIRCH ST,G-MU-3,12.0,994.6199608979678,G-MU-3,12,0.0
2177 S BIRCH ST,G-MU-3,12.0,945.9956357277003,G-MU-3,12,0.0
2175 S BIRCH ST,G-MU-3,12.0,897.5263391545824,G-MU-3,12,0.0
2165 S BIRCH ST,G-MU-3,12.0,849.2388979558056,G-MU-3,12,0.0
2196 S BIRCH ST,G-MU-3,12.0,1098.0545964680864,G-MU-3,12,0.0
2177 S CLERMONT ST,G-MU-3,12.0,1062.4332231224446,G-MU-3,12,0.0
2153 S CLERMONT ST,C-MX-5,31.0,895.3112291174674,C-MX-5,31,0.0
4765 E ILIFF AVE,G-MU-5,21.0,2288.4696333463744,G-MU-5,21,0.0
2224 S DEXTER ST,G-MU-8,33.0,1845.7969848506762,G-MU-8,33,0.0
2234 S DEXTER ST,G-MU-5,63.0,1880.7473432561055,G-MU-5,63,0.0
3955 S MONACO STREET PKWY,S-RH-2.5,54.0,1394.355225677292,S-RH-2.5,54,0.0
3041 N STOUT ST,U-RH-2.5,0.0,674.7848138964818,U-RH-2.5,0,0.0
3054 CHAMPA ST,U-RH-2.5,0.0,782.3576390423013,U-RH-2.5,0,0.0
943 N GALAPAGO ST,U-RH-3A,0.0,2463.5214572857803,U-RH-3A,0,0.0
2161 S CHEROKEE ST,U-RH-2.5,16.0,339.95444197538205,C-MX-8x,25,9.0
1425 N KING ST,G-RH-3,12.0,1225.286075965537,G-RH-3,12,0.0
70 W CEDAR AVE,U-RH-2.5,29.0,1791.7259532021383,U-RH-2.5,29,0.0
1357 N XAVIER ST,U-RH-3A,12.0,1172.8892783354272,U-RH-3A,12,0.0
2292 S DELAWARE ST,I-MX-3,18.0,929.6424350565167,I-MX-3,18,0.0
1381 N OSCEOLA ST,U-RH-2.5,16.0,1184.6966705602485,U-RH-2.5,16,0.0
2701 W 12TH AVE,C-MX-5,27.0,1239.8200403024216,C-MX-5,27,0.0
2847 STOUT ST,U-RH-2.5,10.0,928.8141241184451,U-RH-2.5,10,0.0
4902 W 11TH AVE,C-MX-5,23.0,790.8222962296192,C-MX-5,23,0.0
1359 S LOGAN ST,U-RH-2.5,22.0,1360.7331477258463,U-RH-2.5,22,0.0
1386 N PERRY ST,U-RH-2.5,16.0,1202.7978688239823,U-RH-2.5,16,0.0
1395 N KNOX CT,G-MU-5,20.0,927.6692708974197,G-MU-5,20,0.0
1328 N YATES ST,U-RH-3A,12.0,950.2076387148899,U-RH-3A,12,0.0
1939 S HIGH ST,U-RH-2.5,16.0,1413.1639964676303,U-RH-2.5,16,0.0
913 N ZENOBIA ST,U-RX-5,20.0,1220.2847644855344,U-RX-5,20,0.0
2048 S ACOMA ST,U-RH-2.5,14.0,1330.9529081093008,U-RH-2.5,14,0.0
1300 N SHERIDAN BLVD,G-MU-5,25.0,601.7301012441785,C-MX-8x,40,15.0
1137 N SANTA FE DR,C-MS-8,23.0,1957.8998901186853,C-MS-8,23,0.0
1301 N RALEIGH ST,U-RH-2.5,21.0,866.3462068965758,U-RH-2.5,21,0.0
1945 S HIGH ST,U-RH-2.5,16.0,1450.503999054182,U-RH-2.5,16,0.0
3208 CURTIS ST,U-RH-2.5,12.0,1261.631553503631,U-RH-2.5,12,0.0
1620 N ZENOBIA ST,U-RH-3A,18.0,2584.2723591445106,U-RH-3A,18,0.0
3712 DELGANY ST,I-MX-8,25.0,1140.975493459747,I-MX-8,25,0.0
3701 W 9TH AVE,E-RH-2.5,21.0,1706.1355457018276,E-RH-2.5,21,0.0
2015 S HIGH ST,U-RH-2.5,21.0,1917.1611188354248,U-RH-2.5,21,0.0
3992 N COOK ST,I-MX-3,10.0,1674.7556495248878,I-MX-3,10,0.0
1600 N ZENOBIA ST,U-RH-3A,16.0,2516.726184500182,U-RH-3A,16,0.0
1345 N ZENOBIA ST,G-RH-3,14.0,849.8238842785136,G-RH-3,14,0.0
811 N LIPAN ST,C-MS-5,10.0,1455.0010828229294,C-MS-5,10,0.0
813 N LIPAN ST,C-MS-5,10.0,1436.9150342403839,C-MS-5,10,0.0
775 N LIPAN ST,C-MS-5,21.0,1571.0073781940573,C-MS-5,21,0.0
812 N LIPAN ST,C-MS-5,12.0,1578.608996648646,C-MS-5,12,0.0
1995 S HIGH ST,U-RH-2.5,23.0,1728.2116641074833,U-RH-2.5,23,0.0
860 N ZENOBIA ST,E-RH-2.5,25.0,1638.5887934391546,E-RH-2.5,25,0.0
1290 N TENNYSON ST,G-MU-3,12.0,1145.534419322921,G-MU-3,12,0.0
2924 CALIFORNIA ST,U-RH-2.5,21.0,709.4641419491941,U-RH-2.5,21,0.0
1477 N RALEIGH ST,U-RH-2.5,21.0,1893.4641321361203,U-RH-2.5,21,0.0
6148 N TELLURIDE WAY APPRX,S-MX-8,72.0,1978.2526190918666,S-MX-8,72,0.0
3870 N QUEBEC ST,C-MU-20,5891.0,2273.5946236261675,C-MU-20,5891,0.0
7800 E SMITH RD,C-MU-20,10193.0,1345.1925452113244,C-MU-20,10193,0.0
3990 N CENTRAL PARK BLVD,M-IMX-8,218.0,2629.6742110776004,M-IMX-8,218,0.0
7805 E 35TH AVE,C-MU-20,6681.0,1894.7597053249476,C-MU-20,6681,0.0
7650 E SMITH RD,C-MU-20,359.0,2100.4936512349545,C-MU-20,359,0.0
7797 E 36TH AVE,C-MU-20,1522.0,1694.298455476005,C-MU-20,1522,0.0
7557 E 36TH AVE,C-MU-20,756.0,2389.657457598162,C-MU-20,756,0.0
3730 N QUEBEC ST,C-MU-20,598.0,2614.990782747161,C-MU-20,598,0.0
3720 N QUEBEC ST,C-MU-20,679.0,2465.613488841212,C-MU-20,679,0.0
