address,current_zone,current_potential_units,distance_to_station_ft,ballot_zone,ballot_potential_units,additional_units
330 S KALAMATH ST,C-MX-12,205.0,1049.6798643797597,C-MX-12,205,0.0
527 W EVANS AVE,U-MX-2X,29.0,524.2982050906456,C-MX-8x,117,88.0
2612 CHAMPA ST,U-MX-2,26.0,991.1971504629596,G-RX-5x,39,13.0
7777 E 40TH AVE,I-MX-5,498.0,1739.750553060035,I-MX-5,498,0.0
7850 E 40TH AVE,I-MX-5,119.0,1528.4493299014414,I-MX-5,119,0.0
4080 N ROSEMARY ST,I-MX-5,2723.0,1383.934636689818,I-MX-5,2723,0.0
7825 E 40TH AVE,I-MX-5,84.0,1669.533058068347,I-MX-5,84,0.0
7900 E 40TH AVE,I-MX-5,113.0,1401.2351853120363,I-MX-5,113,0.0
3989 N ULSTER ST,I-MX-5,41.0,979.2771153155508,I-MX-5,41,0.0
2565 CURTIS ST,U-MX-2,21.0,1447.7680609766705,U-MX-2,21,0.0
333 W BAYAUD AVE,I-MX-5,52.0,2253.6092859226815,I-MX-5,52,0.0
1335 40TH ST,I-MX-8,401.0,1310.3297632011993,I-MX-8,401,0.0
2255 S DELAWARE ST,I-MX-3,82.0,635.6381193919291,C-MX-8x,220,138.0
2495 S DELAWARE ST,I-MX-3,57.0,2029.8013789195609,I-MX-3,57,0.0
455 W WESLEY AVE,I-MX-3,51.0,1457.6143468527316,I-MX-3,51,0.0
2160 S PLATTE RIVER DR,U-MX-3,34.0,1056.9819927645744,U-MX-3,34,0.0
2130 S PLATTE RIVER DR,U-MX-3,23.0,1056.3756256070917,U-MX-3,23,0.0
1075 N GALAPAGO ST,C-MX-5,63.0,2444.4141849727484,C-MX-5,63,0.0
1945 W 13TH AVE,I-MX-5,178.0,1602.0744558460885,I-MX-5,178,0.0
3200 LARIMER ST,I-MX-3,37.0,2223.675441282733,I-MX-3,37,0.0
2293 S DELAWARE ST,I-MX-3,22.0,910.481991732138,I-MX-3,22,0.0
931 W EVANS AVE,I-MX-3,65.0,1728.0023862237924,I-MX-3,65,0.0
660 S BROADWAY,U-MS-3,71.0,1125.3268963253045,U-MS-3,71,0.0
1155 W 5TH AVE,I-MX-5,353.0,2438.739957844409,I-MX-5,353,0.0
801 N SANTA FE DR,C-MS-5,44.0,2052.223232335043,C-MS-5,44,0.0
1045 W 8TH AVE,C-MS-5,38.0,1595.0871198944646,C-MS-5,38,0.0
3030 N DOWNING ST,C-MS-5,63.0,458.2603474086921,C-MX-8x,101,38.0
1350 N SHOSHONE ST,I-MX-5,192.0,1536.7388802585226,I-MX-5,192,0.0
4350 W COLFAX AVE,U-MS-5,42.0,2119.253579198291,U-MS-5,42,0.0
2501 CHAMPA ST,U-MX-3,24.0,1089.8742849841167,U-MX-3,24,0.0
377 S LIPAN ST,I-MX-3,142.0,2389.3371489899864,I-MX-3,142,0.0
2031 N BRYANT ST,C-MX-5,140.0,2248.2258122481576,C-MX-5,140,0.0
2939 W 9TH AVE,I-MX-3,108.0,1906.4434590187768,I-MX-3,108,0.0
4600 E 45TH SOUTH DR,I-B,3364.0,807.1146474734936,G-RX-5x,5045,1681.0
4245 E 46TH AVE,I-B,918.0,1989.5960515749634,I-B,918,0.0
11250 E 40TH AVE,I-B,407.0,2232.5620852479096,I-B,407,0.0
3855 N LIMA ST,I-B,358.0,1978.125206165068,I-B,358,0.0
3770 N JOLIET ST,I-B,247.0,2462.066483313305,I-B,247,0.0
11085 E 37TH AVE,I-B,191.0,2356.3022824890627,I-B,191,0.0
11575 E 40TH AVE,I-B,268.0,2042.6040338198463,I-B,268,0.0
11475 E 40TH AVE,I-B,305.0,2179.5678949911803,I-B,305,0.0
11301 E 40TH AVE,I-B,227.0,2412.711698266124,I-B,227,0.0
12075 E 40TH AVE,I-B,41.0,2072.5438436937175,I-B,41,0.0
3700 N LIMA ST,I-B,86.0,1255.7850814079172,G-RX-5x,130,44.0
3900 N LIMA ST,I-B,903.0,1322.2189418748812,I-B,903,0.0
3995 N NOME ST,I-B,1298.0,516.3126468776479,C-MX-8x,5192,3894.0
3899 N PEORIA ST,I-B,38.0,1341.2792277120457,I-B,38,0.0
12555 E 39TH AVE,I-B,419.0,2574.3404865955376,I-B,419,0.0
12570 E 39TH AVE,I-B,185.0,2442.0872636334566,I-B,185,0.0
3800 N PEORIA ST,I-B,35.0,1225.991800444893,G-RX-5x,52,17.0
3790 N PEORIA ST,I-B,33.0,1164.0809998973662,G-RX-5x,50,17.0
3780 N PEORIA ST,I-B,43.0,1109.3480388246019,G-RX-5x,65,22.0
3700 N PEORIA ST REAR,I-B,58.0,1342.758316268784,I-B,58,0.0
12300 E 39TH AVE,I-B,52.0,1968.3081956924743,I-B,52,0.0
12295 E 37TH AVE,I-B,149.0,1293.9463734292353,G-RX-5x,224,75.0
12445 E 39TH AVE,I-B,372.0,2263.971572941799,I-B,372,0.0
12225 E 39TH AVE,I-B,613.0,1711.9892719101585,I-B,613,0.0
3700 N PEORIA ST,I-B,70.0,1053.8540940119235,G-RX-5x,105,35.0
3750 N NOME ST,I-B,287.0,319.61597871429336,C-MX-8x,1147,860.0
4950 N YORK ST,I-B,792.0,2560.635004512912,I-B,792,0.0
5340 N FRANKLIN ST,I-B,114.0,2548.551227168895,I-B,114,0.0
4920 N WASHINGTON ST,I-B,249.0,2071.799374456268,I-B,249,0.0
5000 N WASHINGTON ST,I-A,53.0,2512.320444583453,I-A,53,0.0
790 E 51ST AVE,I-A,47.0,2592.6818770448544,I-A,47,0.0
888 E 50TH AVE,I-B,158.0,1983.7271926442247,I-B,158,0.0
810 E 50TH AVE,I-B,174.0,2083.5943400155365,I-B,174,0.0
4900 N CLARKSON ST,I-B,116.0,2181.709261334335,I-B,116,0.0
4950 N WASHINGTON ST,I-B,130.0,2366.551292260145,I-B,130,0.0
4858 N CLARKSON ST,I-B,21.0,2355.7320161841667,I-B,21,0.0
4867 N EMERSON ST,I-B,25.0,2219.2094952735088,I-B,25,0.0
5101 N YORK ST,I-B,174.0,2358.3481304891575,I-B,174,0.0
4901 N RACE ST,I-B,158.0,1020.9272361999444,G-RX-5x,237,79.0
5040 N BRIGHTON BLVD,I-B,71.0,1158.0066919221983,G-RX-5x,107,36.0
5125 N YORK ST,I-B,74.0,2364.3106917393825,I-B,74,0.0
4910 N BRIGHTON BLVD,I-B,43.0,534.5731056870769,C-MX-8x,173,130.0
4902 N BRIGHTON BLVD,I-B,77.0,515.0924956874564,C-MX-8x,310,233.0
4995 N YORK ST,I-B,46.0,2422.82004855194,I-B,46,0.0
5100 N RACE CT,I-B,291.0,1588.0543535619272,I-B,291,0.0
5118 N BRIGHTON BLVD,I-B,240.0,1981.382161858072,I-B,240,0.0
5150 N BRIGHTON BLVD,I-B,86.0,2534.668219499804,I-B,86,0.0
5060 N RACE ST,I-B,49.0,1578.6323901312708,I-B,49,0.0
4980 N BRIGHTON BLVD,I-B,235.0,609.2306736417617,C-MX-8x,940,705.0
5110 N RACE ST,I-B,37.0,1828.1518880206424,I-B,37,0.0
5080 N RACE ST,I-B,70.0,1699.445685677232,I-B,70,0.0
5131 N YORK ST,I-B,66.0,2510.0441774193523,I-B,66,0.0
4803 N YORK ST,I-B,343.0,1938.0173441980533,I-B,343,0.0
4630 N JASON ST,I-A,20.0,2611.751067487493,I-A,20,0.0
4600 N JASON ST,I-A,93.0,2409.3669391057706,I-A,93,0.0
1031 W 46TH AVE,I-A,17.0,2598.9231655710782,I-A,17,0.0
1011 W 46TH AVE,I-A,25.0,2551.556143196293,I-A,25,0.0
4590 N JASON ST,I-A,239.0,1821.59148963378,I-A,239,0.0
1045 W 45TH AVE,I-A,73.0,1985.7245392422662,I-A,73,0.0
1011 W 45TH AVE,I-A,32.0,1927.831260656348,I-A,32,0.0
4535 N JASON ST,I-A,56.0,2131.0712789233444,I-A,56,0.0
4500 N LIPAN ST,I-A,112.0,2067.1929351181248,I-A,112,0.0
1170 W 46TH AVE,I-A,150.0,2325.1942270116083,I-A,150,0.0
1100 W 45TH AVE,I-A,70.0,1770.5796505718156,I-A,70,0.0
4400 N LIPAN ST,I-A,104.0,1624.7269849796069,I-A,104,0.0
4495 N JASON ST,I-A,129.0,1556.999736393499,I-A,129,0.0
4435 N INCA ST,I-A,27.0,1335.199536452803,I-A,27,0.0
4421 N INCA ST,I-A,25.0,1193.1667656867269,G-RX-5x,38,13.0
4440 N JASON ST,I-A,24.0,1361.1028123542922,I-A,24,0.0
4220 N JASON ST,I-A,25.0,647.6218873127124,C-MX-8x,100,75.0
4100 N JASON ST,I-A,17.0,555.7698967749333,C-MX-8x,67,50.0
4101 N INCA ST,I-A,17.0,416.150286874513,C-MX-8x,67,50.0
4191 N INCA ST,I-A,29.0,412.28856750462637,C-MX-8x,117,88.0
501 W 44TH AVE,I-B,350.0,1301.779375382173,G-RX-5x,525,175.0
501 W 45TH AVE,I-B,25.0,2084.265161831234,I-B,25,0.0
351 W 45TH AVE,I-B,68.0,2192.7415673792625,I-B,68,0.0
301 W 45TH AVE,I-B,39.0,2272.4926981635967,I-B,39,0.0
4400 N DELAWARE ST,I-A,15.0,1747.5650800923245,I-A,15,0.0
4436 N DELAWARE ST,I-A,21.0,1860.0739325566728,I-A,21,0.0
4080 N GLOBEVILLE RD,I-A,48.0,2130.3164663552834,I-A,48,0.0
2570 31ST ST,I-A,83.0,1152.1051953344345,G-RX-5x,125,42.0
2590 31ST ST,I-A,94.0,1133.485092577911,G-RX-5x,140,46.0
4301 N BROADWAY,I-A,45.0,2365.1114387709895,I-A,45,0.0
4301 N BROADWAY,I-A,54.0,2336.1401633256382,I-A,54,0.0
4321 N BROADWAY,I-A,92.0,2397.9142842598394,I-A,92,0.0
4333 N CHEROKEE ST,I-A,22.0,1637.2589767384295,I-A,22,0.0
4300 N ELATI ST,I-B,26.0,1202.8981912908175,G-RX-5x,39,13.0
4309 N ELATI ST,I-B,17.0,1095.9715599476904,G-RX-5x,26,9.0
4275 N BROADWAY,I-A,218.0,2181.113066048255,I-A,218,0.0
450 W 42ND AVE,I-A,41.0,1035.1508859243042,G-RX-5x,62,21.0
4150 N FOX ST,I-A,21.0,614.0355600948459,C-MX-8x,83,62.0
4161 N ELATI ST,I-A,21.0,759.6256128031309,G-RX-5x,31,10.0
4125 N ELATI ST,I-A,29.0,754.8215178219791,G-RX-5x,44,15.0
505 W 40TH AVE MASTR,I-A,38.0,851.5890046651701,G-RX-5x,56,18.0
3993 N ELATI ST,I-A,23.0,1028.7606793072562,G-RX-5x,34,11.0
3345 RINGSBY CT,I-A,159.0,2423.494305073046,I-A,159,0.0
2019 31ST ST,I-A,281.0,2597.334614163856,I-A,281,0.0
4120 N GLOBEVILLE RD,I-A,75.0,2424.6810301724977,I-A,75,0.0
4425 N RACE ST,I-B,28.0,2625.900420901963,I-B,28,0.0
4700 N WASHINGTON ST,I-B,130.0,2541.862762390828,I-B,130,0.0
4301 N BRIGHTON BLVD,I-A,119.0,2128.5332142728466,I-A,119,0.0
850 E 48TH AVE,I-B,60.0,2252.668479322388,I-B,60,0.0
790 E 48TH AVE,I-B,73.0,2270.863865782056,I-B,73,0.0
4065 N BRIGHTON BLVD,I-A,63.0,1626.555577889459,I-A,63,0.0
3801 N BRIGHTON BLVD MASTR,I-A,760.0,1226.0709067212356,G-RX-5x,1140,380.0
3801 N BRIGHTON BLVD,I-A,793.0,1063.3800117374772,G-RX-5x,1189,396.0
4780 N VASQUEZ BLVD,I-A,611.0,2309.973726126572,I-A,611,0.0
4701 N JACKSON ST,I-A,31.0,2112.870942544763,I-A,31,0.0
3600 E 48TH AVE REAR,I-A,78.0,2046.7117277512168,I-A,78,0.0
4500 N GARFIELD ST,I-A,39.0,1101.5490925613774,G-RX-5x,59,20.0
4501 N JACKSON ST,I-A,41.0,1083.3703830029585,G-RX-5x,61,20.0
4460 N MADISON ST,I-B,126.0,1166.035877072347,G-RX-5x,189,63.0
4545 N MADISON ST,I-A,48.0,1523.4360709099894,I-A,48,0.0
4410 N STEELE ST,I-A,33.0,1920.620722837406,I-A,33,0.0
3200 E 45TH AVE,I-A,33.0,1994.8366452427183,I-A,33,0.0
4455 N MADISON ST,I-A,67.0,1240.0146921340372,G-RX-5x,100,33.0
4411 N GARFIELD ST,I-A,25.0,753.8494624923559,G-RX-5x,38,13.0
3600 E 45TH AVE,I-B,128.0,836.2437291717298,G-RX-5x,192,64.0
4455 N GARFIELD ST,I-A,29.0,945.1481558759655,G-RX-5x,44,15.0
4490 N GARFIELD ST,I-A,17.0,950.7116859668531,G-RX-5x,25,8.0
4400 N GARFIELD ST,I-A,21.0,663.2199817684218,G-RX-5x,31,10.0
4444 N GARFIELD ST,I-A,17.0,853.9330134601948,G-RX-5x,25,8.0
4501 N JACKSON ST,I-A,225.0,164.66760971605467,C-MX-8x,901,676.0
3730 E 44TH AVE,I-A,311.0,105.0738438122596,C-MX-8x,1246,935.0
3900 E 45TH AVE,I-A,221.0,295.4692854764182,C-MX-8x,882,661.0
4301 N JACKSON ST,I-A,118.0,248.26694786545232,C-MX-8x,472,354.0
3600 E 44TH AVE,I-A,177.0,434.9440949098347,C-MX-8x,708,531.0
4390 N MADISON ST,I-B,118.0,901.66560359594,G-RX-5x,177,59.0
3440 E 44TH AVE,I-A,67.0,1084.1893430022965,G-RX-5x,100,33.0
4701 N COLORADO BLVD,I-A,127.0,2089.4053040966483,I-A,127,0.0
4655 N COLORADO BLVD,I-A,127.0,1831.1671048272565,I-A,127,0.0
3125 E 42ND AVE,I-A,31.0,2131.4058490544503,I-A,31,0.0
3020 E 43RD AVE,I-A,33.0,2281.1086746803476,I-A,33,0.0
4201 N MILWAUKEE ST,I-A,17.0,2621.0868407200574,I-A,17,0.0
4298 N MONROE ST VCNT,I-A,62.0,108.1416901774299,C-MX-8x,249,187.0
4201 N JACKSON ST,I-A,26.0,180.98282809932536,C-MX-8x,105,79.0
4220 N GARFIELD ST,I-A,152.0,48.026432995426084,C-MX-8x,610,458.0
4210 N JACKSON ST,I-A,71.0,0.0,C-MX-8x,285,214.0
4262 N MADISON ST,I-A,21.0,887.7759142107403,G-RX-5x,31,10.0
4200 N MADISON ST,I-A,45.0,896.6659306985017,G-RX-5x,68,23.0
4201 N MADISON ST,I-A,45.0,1040.4395171425222,G-RX-5x,68,23.0
4210 N COOK ST,I-A,51.0,1199.29194179898,G-RX-5x,77,26.0
3434 E 43RD AVE,I-A,54.0,1072.0843302215185,G-RX-5x,80,26.0
4211 N COOK ST,I-A,40.0,1384.7823665529716,I-A,40,0.0
3215 E 42ND AVE,I-A,63.0,1665.8914623609562,I-A,63,0.0
4185 N GARFIELD ST,I-A,42.0,547.4952291552522,C-MX-8x,167,125.0
4170 N MONROE ST,I-A,29.0,660.4993136061219,G-RX-5x,44,15.0
4105 N JACKSON ST,I-A,29.0,566.8189586465444,C-MX-8x,117,88.0
4190 N GARFIELD ST,I-A,28.0,422.6711582980881,C-MX-8x,111,83.0
4101 N COLORADO BLVD,I-A,19.0,774.9933385047751,G-RX-5x,29,10.0
4100 N JACKSON ST,I-A,35.0,647.6840068606557,C-MX-8x,139,104.0
4140 N JACKSON ST,I-A,44.0,345.2317467610878,C-MX-8x,175,131.0
4120 N JACKSON ST,I-A,33.0,535.4533213646207,C-MX-8x,131,98.0
3901 E 41ST AVE,I-A,31.0,655.4209617110059,C-MX-8x,124,93.0
4200 N JACKSON ST,I-A,124.0,286.6240253694138,C-MX-8x,497,373.0
4205 N COLORADO BLVD,I-A,32.0,391.5072962098147,C-MX-8x,126,94.0
4075 N COLORADO BLVD,I-A,61.0,827.7810078063173,G-RX-5x,92,31.0
4001 N COLORADO BLVD,I-A,61.0,957.9199914909055,G-RX-5x,91,30.0
3755 E 40TH AVE,I-A,18.0,978.7309832211763,G-RX-5x,28,10.0
3705 E 40TH AVE,I-A,15.0,1003.921359392688,G-RX-5x,23,8.0
3700 E 41ST AVE,I-A,31.0,845.8432322086909,G-RX-5x,46,15.0
3725 E 40TH AVE,I-A,15.0,982.7665555748297,G-RX-5x,23,8.0
4095 N JACKSON ST,I-A,24.0,823.9788525073085,G-RX-5x,37,13.0
3650 E 41ST AVE,I-A,28.0,901.2202095079922,G-RX-5x,41,13.0
1630 35TH ST MISC,I-B,31.0,1582.6987936147373,I-B,31,0.0
2949 BLAKE ST,I-B,892.0,2015.510215098441,I-B,892,0.0
1795 W COLFAX AVE,I-B,16.0,551.9179766473598,C-MX-8x,63,47.0
1801 W COLFAX AVE,I-B,35.0,567.5780394714014,C-MX-8x,138,103.0
1835 W COLFAX AVE,I-B,17.0,656.2577138901287,C-MX-8x,70,53.0
1711 W COLFAX AVE,I-B,21.0,559.2725025914627,C-MX-8x,84,63.0
1701 W COLFAX AVE,I-B,38.0,585.8213888092522,C-MX-8x,151,113.0
2115 W 14TH AVE,I-B,15.0,1144.3464503757018,G-RX-5x,23,8.0
1810 W COLFAX AVE,I-B,32.0,825.5496929954011,G-RX-5x,48,16.0
1824 W COLFAX AVE,I-B,55.0,837.1478469480828,G-RX-5x,83,28.0
1801 W 14TH AVE,I-B,71.0,1054.9421384028367,G-RX-5x,106,35.0
1380 N UMATILLA ST,I-B,47.0,1174.0328712665623,G-RX-5x,71,24.0
1340 N UMATILLA ST,I-B,49.0,1342.570980422072,I-B,49,0.0
1380 N ZUNI ST BLDG 2,I-B,16.0,1694.5994642429334,I-B,16,0.0
1385 N UMATILLA ST,I-B,97.0,1286.2262186261023,G-RX-5x,146,49.0
1380 N ZUNI ST,I-B,70.0,1719.2010579405585,I-B,70,0.0
1285 N SHOSHONE ST,I-B,74.0,1775.0266529037137,I-B,74,0.0
1940 W 12TH PL,I-B,17.0,2166.38087125514,I-B,17,0.0
1990 W 12TH PL,I-B,21.0,2200.3764984830846,I-B,21,0.0
1245 N UMATILLA ST,I-B,68.0,2107.5438191441067,I-B,68,0.0
1971 W 12TH AVE,I-B,20.0,2348.5327241884615,I-B,20,0.0
1865 W 12TH AVE,I-B,45.0,1953.7752264745477,I-B,45,0.0
1820 W 12TH PL,I-B,36.0,2035.202893086299,I-B,36,0.0
2323 W MULBERRY PL,I-B,186.0,2202.115266521723,I-B,186,0.0
2330 W 11TH AVE,I-B,23.0,2423.1079971907748,I-B,23,0.0
1962 W 12TH AVE,I-B,25.0,2429.64101089145,I-B,25,0.0
1860 W 12TH AVE,I-B,54.0,1836.7059309508018,I-B,54,0.0
1195 N QUIVAS ST,I-B,16.0,1193.9550519911838,G-RX-5x,24,8.0
1020 N YUMA ST,I-B,17.0,2500.8164411665475,I-B,17,0.0
950 N YUMA ST,I-B,22.0,2497.2722513536705,I-B,22,0.0
1095 N ZUNI ST,I-B,80.0,2320.468836099538,I-B,80,0.0
1035 N ZUNI ST,I-B,41.0,2521.2141398321146,I-B,41,0.0
855 N WYANDOT ST,I-B,16.0,2441.277535768518,I-B,16,0.0
877 N WYANDOT ST,I-B,18.0,2411.790957120497,I-B,18,0.0
801 N WYANDOT ST,I-B,19.0,2514.592423627149,I-B,19,0.0
830 N WYANDOT ST,I-B,178.0,2091.215295881898,I-B,178,0.0
2001 W BARBERRY PL,I-B,32.0,1661.2023188676765,I-B,32,0.0
2055 W BARBERRY PL,I-B,24.0,1849.923977812985,I-B,24,0.0
2020 W 9TH AVE,I-B,30.0,1621.4465460530628,I-B,30,0.0
2080 W BARBERRY PL,I-B,16.0,2014.4112215676967,I-B,16,0.0
2050 W BARBERRY PL,I-B,16.0,1921.7742721303573,I-B,16,0.0
2015 W 8TH AVE,I-B,35.0,1790.547739572411,I-B,35,0.0
951 N VALLEJO ST,I-B,18.0,2048.0351688709266,I-B,18,0.0
2105 W 10TH AVE,I-B,48.0,1716.3752638913725,I-B,48,0.0
2191 W 10TH AVE,I-B,24.0,1955.3875271641846,I-B,24,0.0
901 N VALLEJO ST,I-B,23.0,2043.6975295817845,I-B,23,0.0
950 N VALLEJO ST,I-B,39.0,1611.493329557702,I-B,39,0.0
960 N VALLEJO ST,I-B,81.0,1691.8673030055668,I-B,81,0.0
2501 W 11TH AVE,I-A,40.0,1847.2961530585687,I-A,40,0.0
1170 N BRYANT ST,I-A,90.0,1689.8563318209406,I-A,90,0.0
2685 W BARBERRY PL,I-A,58.0,2588.4937458257473,I-A,58,0.0
2727 W BARBERRY PL,I-A,40.0,2536.266562756048,I-A,40,0.0
2970 W BARBERRY PL,I-A,53.0,2559.934531543454,I-A,53,0.0
585 N OSAGE ST,I-A,54.0,2485.9517553253295,I-A,54,0.0
627 N OSAGE ST,I-B,48.0,2061.5345887296126,I-B,48,0.0
647 N OSAGE ST,I-B,40.0,1960.2738920891532,I-B,40,0.0
595 N QUIVAS ST,I-A,53.0,2543.7161262317454,I-A,53,0.0
1780 W 6TH AVE,I-A,211.0,2601.0045239050405,I-A,211,0.0
740 N UMATILLA ST,I-A,33.0,2062.8598980413635,I-A,33,0.0
2000 W 8TH AVE,I-A,38.0,1845.0605551067756,I-A,38,0.0
790 N UMATILLA ST,I-A,76.0,1913.6247228039304,I-A,76,0.0
730 N UMATILLA ST,I-A,69.0,2142.3816726981845,I-A,69,0.0
707 N UMATILLA ST,I-A,40.0,2314.65000423148,I-A,40,0.0
788 N VALLEJO ST,I-A,30.0,2216.796931605205,I-A,30,0.0
781 N VALLEJO ST,I-A,23.0,2423.724051543341,I-A,23,0.0
755 N VALLEJO ST,I-A,24.0,2492.658586478575,I-A,24,0.0
2120 W 7TH AVE,I-A,15.0,2491.2038590693583,I-A,15,0.0
2038 W 7TH AVE,I-A,63.0,2304.8256617594134,I-A,63,0.0
100 S SANTA FE DR,I-B,101.0,2247.1560328417804,I-B,101,0.0
80 S SANTA FE DR,I-B,113.0,2533.306988074942,I-B,113,0.0
195 S SANTA FE DR,I-A,23.0,2300.458122393903,I-A,23,0.0
172 S KALAMATH ST,I-A,29.0,2464.165528854968,I-A,29,0.0
263 S SANTA FE DR,I-A,18.0,1854.9589689550694,I-A,18,0.0
215 S SANTA FE DR,I-A,59.0,1948.693198747599,I-A,59,0.0
280 S SANTA FE DR,I-A,95.0,1268.8187819353443,G-RX-5x,143,48.0
285 S SANTA FE DR,I-A,18.0,1657.7400057775005,I-A,18,0.0
130 S SANTA FE DR,I-B,329.0,1129.5841261068347,G-RX-5x,493,164.0
601 W ALAMEDA AVE,I-B,15.0,1183.369545608744,G-RX-5x,22,7.0
1051 S PLATTE RIVER DR,I-A,53.0,1671.454396523064,I-A,53,0.0
1001 S PLATTE RIVER DR,I-A,73.0,1488.7355571877679,I-A,73,0.0
500 W TENNESSEE AVE,I-A,79.0,1641.883976645987,I-A,79,0.0
601 W MISSISSIPPI AVE,I-A,17.0,2177.4040242940246,I-A,17,0.0
1055 S FOX ST,I-A,18.0,2035.1146988523726,I-A,18,0.0
1070 S GALAPAGO ST,I-A,71.0,2027.06296912056,I-A,71,0.0
701 W MISSISSIPPI AVE,I-A,19.0,2367.7670386567484,I-A,19,0.0
1035 S GALAPAGO ST,I-A,32.0,2194.433391818149,I-A,32,0.0
1001 S GALAPAGO ST,I-A,32.0,2028.0556518308601,I-A,32,0.0
785 W MISSISSIPPI AVE,I-A,28.0,2422.2566212702036,I-A,28,0.0
440 S LIPAN ST,I-A,72.0,2050.300490443804,I-A,72,0.0
460 S LIPAN ST,I-A,102.0,2025.6226925676747,I-A,102,0.0
455 S PLATTE RIVER DR,I-A,200.0,1748.071280854799,I-A,200,0.0
405 S PLATTE RIVER DR,I-A,70.0,1892.256489323351,I-A,70,0.0
320 S LIPAN ST,I-A,179.0,1983.7682352814866,I-A,179,0.0
400 S LIPAN ST,I-A,45.0,2148.766627328335,I-A,45,0.0
331 S LIPAN ST,I-A,17.0,2450.4894251234987,I-A,17,0.0
545 S JASON ST,I-A,29.0,1819.5773007218872,I-A,29,0.0
1131 W CUSTER PL,I-A,29.0,1985.336537155947,I-A,29,0.0
1001 W CENTER AVE,I-A,27.0,1946.391531625818,I-A,27,0.0
1045 W CENTER AVE,I-A,23.0,2144.6512625342584,I-A,23,0.0
601 S JASON ST,I-A,55.0,2037.8826305207074,I-A,55,0.0
621 S JASON ST,I-A,51.0,2115.4574751535993,I-A,51,0.0
671 S JASON ST,I-A,56.0,2208.642332925628,I-A,56,0.0
725 S JASON ST,I-A,58.0,2532.0168564842443,I-A,58,0.0
730 S JASON ST,I-A,258.0,1907.9404089152824,I-A,258,0.0
1002 S JASON ST,I-A,70.0,2523.164933417412,I-A,70,0.0
831 S JASON ST,I-A,40.0,2562.976910951343,I-A,40,0.0
701 S JASON ST,I-A,35.0,2437.1575471876654,I-A,35,0.0
1011 S HURON ST,I-A,70.0,2267.1084065084565,I-A,70,0.0
1050 S JASON ST,I-A,124.0,2367.4122551157025,I-A,124,0.0
860 S JASON ST,I-A,67.0,2235.9430965570223,I-A,67,0.0
800 S JASON ST,I-A,187.0,2067.4556394301026,I-A,187,0.0
852 S JASON ST,I-A,212.0,1896.7627774725634,I-A,212,0.0
861 S JASON ST,I-A,75.0,2571.115180440182,I-A,75,0.0
901 S JASON ST,I-A,123.0,2604.9716060056444,I-A,123,0.0
945 S HURON ST,I-A,186.0,1945.1217425509167,I-A,186,0.0
741 S HURON ST,I-A,25.0,1897.8278058557482,I-A,25,0.0
803 S JASON ST,I-A,19.0,2563.887230674877,I-A,19,0.0
815 S JASON ST,I-A,36.0,2562.6091260995477,I-A,36,0.0
765 S JASON ST MASTR,I-A,45.0,2566.030587407345,I-A,45,0.0
975 W MISSISSIPPI AVE,I-A,250.0,2463.219754892714,I-A,250,0.0
1164 S BANNOCK ST,I-A,15.0,2378.024031206116,I-A,15,0.0
1190 S CHEROKEE ST,I-A,17.0,2486.5306269323005,I-A,17,0.0
1157 S BANNOCK ST,I-A,21.0,2286.632682471294,I-A,21,0.0
1175 S CHEROKEE ST,I-A,17.0,2426.943568569252,I-A,17,0.0
1200 S BANNOCK ST,I-A,16.0,2636.7439858868925,I-A,16,0.0
500 W MISSISSIPPI AVE,I-A,18.0,2161.1920568271717,I-A,18,0.0
1751 S BANNOCK ST,I-B,102.0,2584.081804788487,I-B,102,0.0
1705 S ACOMA ST,I-A,100.0,2522.635421059484,I-A,100,0.0
1700 S BANNOCK ST APPRX,I-A,33.0,2564.675001231346,I-A,33,0.0
1790 S BANNOCK ST,I-A,17.0,2470.3741421970476,I-A,17,0.0
1808 S BANNOCK ST VCNT,I-A,17.0,2320.4461311736495,I-A,17,0.0
1830 S BANNOCK ST,I-A,32.0,2054.17609944216,I-A,32,0.0
1850 S ACOMA ST,I-A,17.0,2220.420569429593,I-A,17,0.0
1960 S BANNOCK ST,I-A,17.0,1422.622655177616,I-A,17,0.0
1904 S CHEROKEE ST,I-A,17.0,1581.8406751404375,I-A,17,0.0
1954 S CHEROKEE ST,I-A,17.0,1325.107196342958,I-A,17,0.0
1955 S CHEROKEE ST,I-A,85.0,1046.0892304049394,G-RX-5x,127,42.0
303 W EVANS AVE,I-A,25.0,471.5186490685856,C-MX-8x,100,75.0
361 W EVANS AVE,I-A,80.0,385.2228599212574,C-MX-8x,322,242.0
2001 S BANNOCK ST,I-A,33.0,986.9183611320057,G-RX-5x,50,17.0
2555 S SANTA FE DR,I-A,393.0,2478.7857798713576,I-A,393,0.0
2525 S DELAWARE ST,I-A,256.0,2352.965282416826,I-A,256,0.0
2501 S DELAWARE ST MISC,I-A,412.0,2389.1322362644173,I-A,412,0.0
1208 W EVANS AVE,I-A,378.0,2544.1673884113234,I-A,378,0.0
1205 W EVANS AVE,I-A,118.0,2565.3151638825693,I-A,118,0.0
1111 W EVANS AVE,I-A,138.0,2050.2076564536405,I-A,138,0.0
1015 W EVANS AVE,I-A,43.0,1889.7759523694112,I-A,43,0.0
950 W EVANS AVE,I-A,29.0,1733.1305985336262,I-A,29,0.0
